NUMBER0,Supply_WSF_IS_Num,Supply Facility,Supply ID,Supply Type Code,D_SOURCE_FLAG,TREATMENT_STAT_CD,WS Activity Status,ACTIVITY_STATUS_CD,Supply FedID,Receiving_WSF_IS_Num,Receiving Facility,Receiving ID,Receiving Type Code,Receiving Activity Status,Receiving FedID,TINWSFF_IS_NUMBER,TINWSYS_IS_NUMBER,Fed Type
CA5410016,4424,WELL 46-01 - CL2,116,TP,N,,A,A,4424,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28551,5946,C
CA5410016,9740,WELL 69-01 - RAW INAC2017,076,WL,Y,T,A,I,9740,4495,WELL 69-01 - CL2 INAC2017,171,TP,I,4495,4556,5946,C
CA5410016,4416,WELL 39-01 - CL2,120,TP,N,,A,A,4416,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28547,5946,C
CA5410016,4418,WELL 52-01 - CL2,110,TP,N,,A,A,4418,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28543,5946,C
CA5410016,4419,WELL 51-01 - CL2,111,TP,N,,A,A,4419,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28542,5946,C
CA5410016,4420,WELL 50-01 - CL2,112,TP,N,,A,A,4420,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28517,5946,C
CA5410016,4421,WELL 49-01 - CL2,113,TP,N,,A,A,4421,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28541,5946,C
CA5410016,4438,WELL 41-01 - AFTER_GAC-TCP,118,TP,N,,A,A,4438,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28549,5946,C
CA5410016,4423,WELL 47-01 - CL2,115,TP,N,,A,A,4423,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28552,5946,C
CA5410016,4431,WELL 36-01 - CL2,123,TP,N,,A,A,4431,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28557,5946,C
CA5410016,4425,WELL 45-01 - CL2,117,TP,N,,A,A,4425,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28527,5946,C
CA5410016,4426,WELL 56-01 - CL2,107,TP,N,,A,A,4426,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28545,5946,C
CA5410016,4427,WELL 40-01 - AFTER_GAC-TCP,119,TP,N,,A,A,4427,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28548,5946,C
CA5410016,4428,WELL 61-01 - CL2,106,TP,N,,A,A,4428,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28536,5946,C
CA5410016,4429,WELL 38-01 - CL2,121,TP,N,,A,A,4429,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28558,5946,C
CA5410016,4435,WELL 27-01 - GAC_EFF-TCP,128,TP,N,,A,A,4435,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28524,5946,C
CA5410016,4422,WELL 48-01 - CL2,114,TP,N,,A,A,4422,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28528,5946,C
CA5410016,9732,WELL 79-01 - BEFORE_GAC-TCP,091,WL,Y,T,A,A,9732,4454,WELL 79-01 - AFTER_GAC-TCP,049,TP,A,4454,4516,5946,C
CA5410016,9704,WELL 63-02 - BEFORE NO3 IX - INAC,151,WL,Y,T,A,I,9704,4463,WELL 63-01 & 63-02 NO3 IX EFF INAC,172,TP,I,4463,4525,5946,C
CA5410016,9707,WELL 63-01 - BEFORE NO3 IX - INAC,150,WL,Y,T,A,I,9707,4463,WELL 63-01 & 63-02 NO3 IX EFF INAC,172,TP,I,4463,4526,5946,C
CA5410016,9708,WELL 72-01 - RAW,089,WL,Y,T,A,A,9708,4455,WELL 72-01 - CL2,068,TP,A,4455,4517,5946,C
CA5410016,9712,WELL 91-01 - RAW,098,WL,Y,T,A,A,9712,4504,WELL 91-01 - CL2,163,TP,A,4504,4565,5946,C
CA5410016,9719,WELL 53-01 - RAW,061,WL,Y,T,A,A,9719,4449,WELL 53-01 - CL2,109,TP,A,4449,4511,5946,C
CA5410016,9724,WELL 71-01 - RAW (INAC-10),152,WL,Y,T,A,I,9724,4505,WELL 71-01 - CL2 (INAC-10),164,TP,I,4505,4566,5946,C
CA5410016,4508,WELL 07-01 - CL2,143,TP,N,,A,A,4508,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28505,5946,C
CA5410016,9731,WELL 80-01 - RAW,092,WL,Y,T,A,A,9731,4453,WELL 80-01 - CL2,039,TP,A,4453,4515,5946,C
CA5410016,9737,WELL 60-01 - RAW,159,WL,Y,T,A,A,9737,4502,WELL 60-01 - CL2,160,TP,A,4502,4563,5946,C
CA5410016,9735,WELL 77-01 - BEFORE_GAC-PFOA/PFOS,087,WL,Y,T,A,A,9735,4456,WELL 77-01 - AFTER_GAC-PFOA/PFOS,077,TP,A,4456,4518,5946,C
CA5410016,9736,WELL 64-01 - RAW,081,WL,Y,T,A,A,9736,4459,WELL 64-01 - CL2,104,TP,A,4459,4521,5946,C
CA5410016,4467,WELL 13-01 - AFTER_GAC-TCP DBCP & PCE,088,TP,N,,A,A,4467,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28506,5946,C
CA5410016,9738,WELL 62-01 - RAW,070,WL,Y,T,A,A,9738,4460,WELL 62-01 - CL2,105,TP,A,4460,4522,5946,C
CA5410016,4432,WELL 34-01 - AFTER_GAC-TCP,124,TP,N,,A,A,4432,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28556,5946,C
CA5410016,9739,WELL 61-01 - RAW,069,WL,Y,T,A,A,9739,4428,WELL 61-01 - CL2,106,TP,A,4428,4493,5946,C
CA5410016,9729,WELL 78-01 - RAW,090,WL,Y,T,A,A,9729,4452,WELL 78-01 - CL2,038,TP,A,4452,4514,5946,C
CA5410016,4493,WELL 12-01 - CL2,141,TP,N,,A,A,4493,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28534,5946,C
CA5410016,4488,WELL 20-01 - CL2,135,TP,N,,A,A,4488,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28523,5946,C
CA5410016,4489,WELL 19-01 - AFTER_GAC-TCP,136,TP,N,,A,A,4489,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28559,5946,C
CA5410016,4490,WELL 18-01 - CL2 INAC-2018,137,TP,N,,A,A,4490,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28510,5946,C
CA5410016,4507,WELL 23-01 - AFTER_GAC-TCP,132,TP,N,,A,A,4507,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28561,5946,C
CA5410016,4492,WELL 14-01 - CL2,140,TP,N,,A,A,4492,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28507,5946,C
CA5410016,4494,WELL 11-02 - AFTER_GAC-TCP,142,TP,N,,A,A,4494,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28533,5946,C
CA5410016,4497,WELL 30-01 - CL2,170,TP,N,,A,A,4497,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28553,5946,C
CA5410016,4499,WELL 82-01 - GAC_EFF-TCP,147,TP,N,,A,A,4499,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28513,5946,C
CA5410016,4500,WELL 81-01 - CL2,148,TP,N,,A,A,4500,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28512,5946,C
CA5410016,4501,WELL 16-02 - AFTER_GAC-TCP,155,TP,N,,A,A,4501,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28509,5946,C
CA5410016,4502,WELL 60-01 - CL2,160,TP,N,,A,A,4502,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28535,5946,C
CA5410016,4472,WELL 24-01 - CL2,131,TP,N,,A,A,4472,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28562,5946,C
CA5410016,4503,WELL 83-01 - AFTER_GAC-TCP,161,TP,N,,A,A,4503,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28530,5946,C
CA5410016,4504,WELL 91-01 - CL2,163,TP,N,,A,A,4504,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28514,5946,C
CA5410016,4491,WELL 15-01 - CL2,139,TP,N,,A,A,4491,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28508,5946,C
CA5410017,15421,WELL 02A,004,WL,Y,N,A,A,15421,33860,DISTRIBUTION SYSTEM,DST,DS,A,33860,28565,5947,C
CA5410017,15422,WELL 03,003,WL,Y,N,A,A,15422,33860,DISTRIBUTION SYSTEM,DST,DS,A,33860,28566,5947,C
CA5410017,57369,WELL 04,005,WL,Y,N,A,A,57415,33860,DISTRIBUTION SYSTEM,DST,DS,A,33860,28567,5947,C
CA5410017,59648,WELL 05,007,WL,Y,,A,A,59707,33860,DISTRIBUTION SYSTEM,DST,DS,A,33860,28568,5947,C
CA5410019,15427,WELL 04,004,WL,Y,N,A,A,15427,33862,DISTRIBUTION SYSTEM,DST,DS,A,33862,19510,5949,C
CA5410019,57394,WELL 08,008,WL,Y,N,A,A,57441,33862,DISTRIBUTION SYSTEM,DST,DS,A,33862,19515,5949,C
CA5410019,15424,WELL 07,007,WL,Y,N,A,A,15424,33862,DISTRIBUTION SYSTEM,DST,DS,A,33862,19514,5949,C
CA5410019,15425,WELL 06,006,WL,Y,N,A,A,15425,33862,DISTRIBUTION SYSTEM,DST,DS,A,33862,19511,5949,C
CA5410020,63130,WELL 13 - RAW,009,WL,Y,T,A,A,63203,65669,"TRT CL2 (WLS 12,13,14)",012,TP,A,65786,15337,5950,C
CA5410020,15375,WELL 11,007,WL,Y,N,A,A,15375,33863,DISTRIBUTION SYSTEM,DST,DS,A,33863,23209,5950,C
CA5410020,65669,"TRT CL2 (WLS 12,13,14)",012,TP,N,,A,A,65786,33863,DISTRIBUTION SYSTEM,DST,DS,A,33863,21976,5950,C
CA5410020,64248,WELL 14 - RAW,010,WL,Y,T,A,A,64338,65669,"TRT CL2 (WLS 12,13,14)",012,TP,A,65786,15330,5950,C
CA5410020,15413,WELL 12 - RAW,008,WL,Y,T,A,A,15413,65669,"TRT CL2 (WLS 12,13,14)",012,TP,A,65786,15336,5950,C
CA5410020,15378,WELL 08,004,WL,Y,N,A,A,15378,33863,DISTRIBUTION SYSTEM,DST,DS,A,33863,23207,5950,C
CA5410020,15377,WELL 09,005,WL,Y,N,A,A,15377,33863,DISTRIBUTION SYSTEM,DST,DS,A,33863,25401,5950,C
CA5410020,15376,WELL 10 - RAW,006,WL,Y,T,A,A,15376,64508,WELL 10 - TRT CL2,011,TP,A,64604,14679,5950,C
CA5410020,64508,WELL 10 - TRT CL2,011,TP,N,,A,A,64604,33863,DISTRIBUTION SYSTEM,DST,DS,A,33863,21980,5950,C
CA5410021,4439,NEW TULARE ST WELL - CL2,010,TP,N,,A,A,4439,33864,DISTRIBUTION SYSTEM,DST,DS,A,33864,17714,5951,C
CA5410021,9867,WELL 07 - FRONT ST. - STBY,002,WL,Y,T,A,A,9867,33864,DISTRIBUTION SYSTEM,DST,DS,A,33864,25402,5951,C
CA5410021,63178,WEST CLAY STREET WELL - RAW,011,WL,Y,T,A,A,63251,63179,CLAY WEST WELL - TRT CL2,012,TP,A,63252,13711,5951,C
CA5410021,63179,CLAY WEST WELL - TRT CL2,012,TP,N,,A,A,63252,33864,DISTRIBUTION SYSTEM,DST,DS,A,33864,17715,5951,C
CA5410021,9877,NEW TULARE STREET WELL - RAW,001,WL,Y,T,A,A,9877,4439,NEW TULARE ST WELL - CL2,010,TP,A,4439,4504,5951,C
CA5410021,9865,WELL A - MARY ANN - RAW,003,WL,Y,T,A,A,9865,4461,WELL A - MARY ANN - CL2,008,TP,A,4461,4523,5951,C
CA5410021,9864,WELL B - CLAY STREET - RAW,004,WL,Y,T,A,A,9864,4448,WELL B - CLAY - CL2,007,TP,A,4448,33008,5951,C
CA5410021,4448,WELL B - CLAY - CL2,007,TP,N,,A,A,4448,33864,DISTRIBUTION SYSTEM,DST,DS,A,33864,33009,5951,C
CA5410021,4461,WELL A - MARY ANN - CL2,008,TP,N,,A,A,4461,33864,DISTRIBUTION SYSTEM,DST,DS,A,33864,17713,5951,C
CA5410022,4447,SWTP (IN-LINE) - TREATED,003,TP,N,,A,A,4447,33865,DISTRIBUTION SYSTEM,DST,DS,A,33865,28569,5952,C
CA5410022,33866,BELKNAP CREEK - RAW,002,IN,Y,T,A,A,33866,4447,SWTP (IN-LINE) - TREATED,003,TP,A,4447,4509,5952,C
CA5410024,9873,WELL 04 - RAW,004,WL,Y,T,A,A,9873,4445,WELL 04 - CL2,006,TP,A,4445,7839,5953,C
CA5410024,4445,WELL 04 - CL2,006,TP,N,,A,A,4445,33867,DISTRIBUTION SYSTEM,DST,DS,A,33867,28570,5953,C
CA5410024,9872,WELL 05 - RAW,005,WL,Y,T,A,A,9872,4446,WELL 05 - CL2,007,TP,A,4446,7840,5953,C
CA5410024,4446,WELL 05 - CL2,007,TP,N,,A,A,4446,33867,DISTRIBUTION SYSTEM,DST,DS,A,33867,28571,5953,C
CA5410025,15379,WELL 03 - RAW,004,WL,Y,T,A,A,15379,55094,WELL 03 - CL2,006,TP,A,55118,11447,5954,C
CA5410025,15380,WELL 01A - RAW,002,WL,Y,T,A,A,15380,55093,WELL 01A - CL2,005,TP,A,55117,11446,5954,C
CA5410025,55093,WELL 01A - CL2,005,TP,N,,A,A,55117,33868,DISTRIBUTION SYSTEM,DST,DS,A,33868,28573,5954,C
CA5410025,55094,WELL 03 - CL2,006,TP,N,,A,A,55118,33868,DISTRIBUTION SYSTEM,DST,DS,A,33868,28572,5954,C
CA5410026,4443,WELL NEW 02 - CL2,007,TP,N,,A,A,4443,33869,DISTRIBUTION SYSTEM,DST,DS,A,33869,28575,5955,C
CA5410026,9518,WELL NEW 05 (MIDDLE) - RAW,005,WL,Y,T,A,A,9518,4442,NEW WELL 05 - CL2,006,TP,A,4442,4506,5955,C
CA5410026,9513,WELL 01 (SOUTH) - INAC-09 NO3,003,WL,Y,,A,I,9513,4444,WELL 01 (SOUTH) - INAC-09 CL2,008,TP,I,4444,4508,5955,C
CA5410026,4442,NEW WELL 05 - CL2,006,TP,N,,A,A,4442,33869,DISTRIBUTION SYSTEM,DST,DS,A,33869,28574,5955,C
CA5410026,9516,WELL NEW 02 (NORTH) - RAW,004,WL,Y,T,A,A,9516,4443,WELL NEW 02 - CL2,007,TP,A,4443,4507,5955,C
CA5410033,15381,WELL 03 (EAST) - RAW,003,WL,Y,T,I,I,15381,55095,WELL 03 (EAST) - CL2,004,TP,I,55119,11448,5959,NP
CA5410033,15382,WELL 01 (NORTH) - RAW,001,WL,Y,T,I,I,15382,57723,WELL 01 (NORTH) - CL2,005,TP,I,57775,12679,5959,NP
CA5410034,15400,PINE MTN WC INTERCONNECTION - RAW,004,WL,Y,N,A,A,15400,33874,DISTRIBUTION SYSTEM,DST,DS,A,33874,28576,5960,C
CA5410034,7128,WELL 05 - CL2 (PMTN),011,TP,N,,A,A,7128,33874,DISTRIBUTION SYSTEM,DST,DS,A,33874,28578,5960,C
CA5410034,23857,WELL 05 - RAW (PMTN),010,WL,Y,T,A,A,23857,7128,WELL 05 - CL2 (PMTN),011,TP,A,7128,12129,5960,C
CA5410034,9510,WELL 03 - RAW (BARN) STBY,007,WL,Y,T,A,A,9510,4441,WELL 03 - CL2 BARN & MDW-STBY,008,TP,A,4441,8682,5960,C
CA5410034,4441,WELL 03 - CL2 BARN & MDW-STBY,008,TP,N,,A,A,4441,33874,DISTRIBUTION SYSTEM,DST,DS,A,33874,28577,5960,C
CA5410034,9517,WELL 04 - RAW (MEADW) STBY,009,WL,Y,T,A,A,9517,4441,WELL 03 - CL2 BARN & MDW-STBY,008,TP,A,4441,10147,5960,C
CA5410036,33877,FRIANT KERN CANAL/STRATHMORE - TREATED,001,CC,Y,N,A,A,33877,33876,DISTRIBUTION SYSTEM,DST,DS,A,33876,28579,5962,C
CA5410038,33881,TBID FRIANT-KERN CANAL - RAW,001,IN,Y,T,A,A,33881,4486,TBID FRIANT KERN CANAL - SWTP,022,TP,A,4486,4547,5964,C
CA5410038,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,N,,A,A,5888,33880,DISTRIBUTION SYSTEM,DST,DS,A,33880,28581,5964,C
CA5410038,61754,SHANNON SOUTH WELL - RAW,032,WL,Y,T,A,A,61815,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,22467,5964,C
CA5410038,61753,SHANNON OAK TREE WELL - RAW,031,WL,Y,T,A,A,61814,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,22466,5964,C
CA5410038,61752,GARDEN GROVES WELL 6 (WEST) - RAW,030,WL,Y,T,A,A,61813,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,22465,5964,C
CA5410038,61751,GARDEN GROVES WELL 5 (EAST) - RAW,029,WL,Y,T,A,A,61812,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,22463,5964,C
CA5410038,58676,SETTON PISTACHIO WELL,028,WL,Y,,A,A,58735,33880,DISTRIBUTION SYSTEM,DST,DS,A,33880,28580,5964,C
CA5410038,58675,KERN RIDGE WELL,027,WL,Y,,A,A,58734,33880,DISTRIBUTION SYSTEM,DST,DS,A,33880,28584,5964,C
CA5410038,57127,WELL 87 - CL2,026,TP,N,,A,A,57171,33880,DISTRIBUTION SYSTEM,DST,DS,A,33880,28585,5964,C
CA5410038,53990,WELL 87 - RAW,025,WL,Y,T,A,A,54006,57127,WELL 87 - CL2,026,TP,A,57171,12095,5964,C
CA5410038,4486,TBID FRIANT KERN CANAL - SWTP,022,TP,N,,A,A,4486,33880,DISTRIBUTION SYSTEM,DST,DS,A,33880,28582,5964,C
CA5410038,9560,WELL 80 - RAW,016,WL,Y,T,A,A,9560,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,6186,5964,C
CA5410038,4297,WELL 86 - CL2,023,TP,N,,A,A,4297,33880,DISTRIBUTION SYSTEM,DST,DS,A,33880,28583,5964,C
CA5410038,15373,WELL 86 - RAW,024,WL,Y,T,A,A,15373,4297,WELL 86 - CL2,023,TP,A,4297,12094,5964,C
CA5410038,9559,WELL 84 - RAW,002,WL,Y,T,A,A,9559,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,6185,5964,C
CA5410038,9561,WELL 77 - RAW,014,WL,Y,T,A,A,9561,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,6187,5964,C
CA5410038,9562,WELL 76 - RAW,013,WL,Y,T,A,A,9562,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,6188,5964,C
CA5410038,9565,WELL 72 - RAW,009,WL,Y,T,A,A,9565,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,6189,5964,C
CA5410038,9567,WELL 50 - RAW,004,WL,Y,T,A,A,9567,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,6190,5964,C
CA5410038,9571,WELL 85 - RAW,020,WL,Y,T,A,A,9571,5888,"STA3-50,72,76,77,80,84,85,GE&W,SO,SS-CL2",021,TP,A,5888,12096,5964,C
CA5410039,4347,SOUTH WELL - CL2,003,TP,N,,A,A,4347,33882,DISTRIBUTION SYSTEM,DST,DS,A,33882,28587,5965,C
CA5410039,9544,SOUTH WELL - RAW,002,WL,Y,T,A,A,9544,4347,SOUTH WELL - CL2,003,TP,A,4347,4415,5965,C
CA5410039,23865,WELL 03 - RAW,004,WL,Y,T,A,A,23865,55192,WELL 03 - CL2,005,TP,A,55231,11726,5965,C
CA5410039,55192,WELL 03 - CL2,005,TP,N,,A,A,55231,33882,DISTRIBUTION SYSTEM,DST,DS,A,33882,28586,5965,C
CA5410041,65809,WELL 201-02 -GAC-TCP & IX/BLND-NO3_EFF,009,TP,N,,A,A,65931,33884,DISTRIBUTION SYSTEM,DST,DS,A,33884,28589,5967,C
CA5410041,65807,WELL 201-02 - GAC_EFF-TCP,007,TP,N,,A,A,65929,65809,WELL 201-02 -GAC-TCP & IX/BLND-NO3_EFF,009,TP,A,65931,21699,5967,C
CA5410041,65303,C/TULARE INTERCONNECTION,006,CC,Y,,A,A,65416,33884,DISTRIBUTION SYSTEM,DST,DS,A,33884,28588,5967,C
CA5410041,9545,WELL 201-02-BEFORE_GAC-TCP & IX-NO3,004,WL,Y,N,A,A,9545,65808,WELL 201-02 - IX-NO3_EFF,008,TP,A,65930,21697,5967,C
CA5410041,65808,WELL 201-02 - IX-NO3_EFF,008,TP,N,,A,A,65930,65807,WELL 201-02 - GAC_EFF-TCP,007,TP,A,65929,21698,5967,C
CA5410041,9547,WELL 201-01 BEFORE GAC FILTER - INACTIVE,002,WL,Y,T,A,I,9547,4205,WELL 201-01 & 201-02 AFTER GAC-INACTIVE,005,TP,I,4205,4299,5967,C
CA5410046,9459,WELL 33-01 - RAW,001,WL,Y,,I,I,9459,4204,WELL 33-01 - CL2,005,TP,I,4204,4297,5972,NP
CA5410046,9555,WELL 42-01 - RAW,003,WL,Y,,I,I,9555,4203,WELL 42-01 - CL2,004,TP,I,4203,4296,5972,NP
CA5410048,4201,WELL R-12 - CL2,003,TP,N,,A,A,4201,33891,DISTRIBUTION SYSTEM,DST,DS,A,33891,21018,5974,C
CA5410048,4202,WELL R-11 - CL2,004,TP,N,,A,A,4202,33891,DISTRIBUTION SYSTEM,DST,DS,A,33891,21019,5974,C
CA5410048,9454,WELL R-11 - RAW,001,WL,Y,T,A,A,9454,4202,WELL R-11 - CL2,004,TP,A,4202,4295,5974,C
CA5410048,9456,WELL R-12 - RAW,002,WL,Y,T,A,A,9456,4201,WELL R-12 - CL2,003,TP,A,4201,4294,5974,C
CA5410050,67656,AS TRT PLANT - BEFORE_BLEND,007,TP,N,,A,A,67809,67657,AS TRT PLANT - AFTER_BLEND,008,TP,A,67810,31535,5976,C
CA5410050,67657,AS TRT PLANT - AFTER_BLEND,008,TP,N,,A,A,67810,33893,DISTRIBUTION SYSTEM,DST,DS,A,33893,31536,5976,C
CA5410050,9453,WELL 01 - BEFORE_AS-TRT,004,WL,Y,T,A,A,9453,67656,AS TRT PLANT - BEFORE_BLEND,007,TP,A,67809,31533,5976,C
CA5410050,9452,WELL 10 - BEFORE_AS-TRT,003,WL,Y,T,A,A,9452,67656,AS TRT PLANT - BEFORE_BLEND,007,TP,A,67809,31534,5976,C
CA5410054,55245,WELL 41 - RAW,002,WL,Y,T,I,I,55285,55246,WELL 41 - CL2,003,TP,I,55286,11843,14292,NP
CA5410502,33902,LODGEPOLE SILLMAN CRK - RAW INAC'13,001,IN,Y,T,I,I,33902,4198,LODGEPOLE SILLMAN CRK - SWTP INAC'13,002,TP,I,4198,4291,5982,NP
CA5410503,4197,WOLVERTON TREATMENT PLANT-ALL SOURCES,004,TP,N,,A,A,4197,33903,DISTRIBUTION SYSTEM,DST,DS,A,33903,28590,5983,C
CA5410503,9450,WOLVERTON WELL 01 - RAW,001,WL,Y,T,A,A,9450,4197,WOLVERTON TREATMENT PLANT-ALL SOURCES,004,TP,A,4197,4289,5983,C
CA5410503,33904,WOLVERTON CREEK - RAW,003,IN,Y,T,A,A,33904,4197,WOLVERTON TREATMENT PLANT-ALL SOURCES,004,TP,A,4197,4290,5983,C
CA5410503,59651,LODGEPOLE SILLMAN CREEK - RAW,005,IN,Y,T,A,A,59710,59652,LODGEPOLE SILLMAN CREEK - SWTP,006,TP,A,59711,13221,5983,C
CA5410503,59652,LODGEPOLE SILLMAN CREEK - SWTP,006,TP,N,,A,A,59711,33903,DISTRIBUTION SYSTEM,DST,DS,A,33903,28591,5983,C
CA5410505,33905,CRESENT MEADOW - SYSTEM INACTIVATED,001,IN,Y,,I,I,33905,7122,CRESCENT MEADOW-TREATED (BAG FILTRATION),002,TP,I,7122,7088,5984,NP
CA5410509,33911,CRYSTAL CAVE  - RAW (INAC 201206),001,IN,Y,T,I,I,33911,4184,CRYSTAL CAVE - TRD BG FLTR (INAC 201206),002,TP,I,4184,4279,5987,NP
CA5410510,9449,BUCKEYE CAMPGROUND WELL - RAW,002,WL,Y,T,A,A,9449,4195,BUCKEYE CAMPGROUND WELL - CL2,003,TP,A,4195,4288,5988,NC
CA5410510,4195,BUCKEYE CAMPGROUND WELL - CL2,003,TP,N,,A,A,4195,33914,DISTRIBUTION SYSTEM,DST,DS,A,33914,28592,5988,NC
CA5410511,9448,WELL - RAW,003,WL,Y,T,A,A,9448,4206,WELL - CL2,002,TP,A,4206,4300,5989,NC
CA5410511,4206,WELL - CL2,002,TP,N,,A,A,4206,33915,DISTRIBUTION SYSTEM,DST,DS,A,33915,28593,5989,NC
CA5410512,4193,POTWISHA - CL2,002,TP,N,,A,A,4193,33917,DISTRIBUTION SYSTEM,DST,DS,A,33917,28594,5990,NC
CA5410512,9479,POTWISHA - RAW,001,WL,Y,T,A,A,9479,4193,POTWISHA - CL2,002,TP,A,4193,4287,5990,NC
CA5410513,6040,ASH MTN TREATMENT PLANT (WELL & SPRING),004,TP,N,,A,A,6040,33920,DISTRIBUTION SYSTEM,DST,DS,A,33920,28595,5991,C
CA5410513,9476,WELL 01 - RAW,002,WL,Y,T,A,A,9476,6040,ASH MTN TREATMENT PLANT (WELL & SPRING),004,TP,A,6040,6528,5991,C
CA5410513,33919,ALDER CREEK SPRING - RAW,001,SP,Y,T,A,A,33919,6040,ASH MTN TREATMENT PLANT (WELL & SPRING),004,TP,A,6040,6529,5991,C
CA5410515,4192,ATWELL MILL - SWTP (BAG FILTER),002,TP,N,,A,A,4192,33923,DISTRIBUTION SYSTEM,DST,DS,A,33923,28596,5993,NC
CA5410515,33922,ATWELL MILL - RAW,001,IN,Y,T,A,A,33922,4192,ATWELL MILL - SWTP (BAG FILTER),002,TP,A,4192,4286,5993,NC
CA5410517,4191,COLD SPRINGS - CL2,002,TP,N,,A,A,4191,33925,DISTRIBUTION SYSTEM,DST,DS,A,33925,28597,5994,NC
CA5410517,33924,COLD SPRINGS - RAW (SPRING),001,SP,Y,T,A,A,33924,4191,COLD SPRINGS - CL2,002,TP,A,4191,4285,5994,NC
CA5410519,4190,DORST CAMPGROUND-SWTP (PRESS. FILTERS),002,TP,N,,A,A,4190,33926,DISTRIBUTION SYSTEM,DST,DS,A,33926,28598,5995,NC
CA5410519,33927,TURKEY CREEK - RAW,001,IN,Y,T,A,A,33927,4190,DORST CAMPGROUND-SWTP (PRESS. FILTERS),002,TP,A,4190,4284,5995,NC
CA5410520,54947,WELL 01 - CL2,002,TP,N,,A,A,54968,56523,DISTRIBUTION SYSTEM,DST,DS,A,56565,28599,14201,NC
CA5410520,63288,WOLVERTON - EMERG INTERTIE,003,CC,Y,,A,A,63363,56523,DISTRIBUTION SYSTEM,DST,DS,A,56565,28600,14201,NC
CA5410520,54946,WELL 01 - RAW,001,WL,Y,T,A,A,54967,54947,WELL 01 - CL2,002,TP,A,54968,11270,14201,NC
CA5410800,15389,CAMP WELL,001,WL,Y,N,A,A,15389,33928,DISTRIBUTION SYSTEM,DST,DS,A,33928,17357,5996,C
CA5410800,15390,CAMP WELL 02,002,WL,Y,N,A,A,15390,33928,DISTRIBUTION SYSTEM,DST,DS,A,33928,17358,5996,C
CA5410801,9509,WELL 07 - RAW,005,WL,Y,T,A,A,9509,6182,STATION 1 PLANT-ALL WELLS CL2 & NO3 BLND,008,TP,A,6182,6714,5997,C
CA5410801,6182,STATION 1 PLANT-ALL WELLS CL2 & NO3 BLND,008,TP,N,,A,A,6182,33929,DISTRIBUTION SYSTEM,DST,DS,A,33929,20887,5997,C
