NUMBER0,Supply_WSF_IS_Num,Supply Facility,Supply ID,Supply Type Code,D_SOURCE_FLAG,TREATMENT_STAT_CD,WS Activity Status,ACTIVITY_STATUS_CD,Supply FedID,Receiving_WSF_IS_Num,Receiving Facility,Receiving ID,Receiving Type Code,Receiving Activity Status,Receiving FedID,TINWSFF_IS_NUMBER,TINWSYS_IS_NUMBER,Fed Type
CA3410001,14664,WELL 30 - ROCKBRIDGE/BOWLING GREEN RAW,022,WL,Y,T,A,A,14664,2993,WELL 30 - ROCKBRIDGE/BOWLING GREEN TREAT,169,TP,A,2993,3060,3609,C
CA3410001,14652,WELL 12 - HERNANDO/SANTA ANITA PARK RAW,010,WL,Y,T,A,I,14652,2962,WELL 12 - HERNANDO/SANTA ANITA PARK TRTD,157,TP,A,2962,3029,3609,C
CA3410001,14662,WELL 26 - GREENWOOD/MARCONI RAW,020,WL,Y,T,A,A,14662,3015,WELL 26 - GREENWOOD/MARCONI TREATED XCLD,167,TP,A,3015,3082,3609,C
CA3410001,14661,WELL 25 - THOR/MERCURY RAW,019,WL,Y,T,A,A,14661,3013,WELL 25 - THOR/MERCURY TREATED      XCLD,166,TP,A,3013,3080,3609,C
CA3410001,14660,WELL 43 - EDISON/TRUAX RAW,032,WL,Y,T,A,A,14660,2997,WELL 43 - EDISON/TRUAX TREATED      XCLD,176,TP,A,2997,3064,3609,C
CA3410001,14659,WELL 23 - MARCONI NORTH/FULTON P.O. RAW,017,WL,Y,T,A,I,14659,3011,WELL 23 - MARCONI NORTH/FULTON P.O. TRTD,164,TP,I,3011,3078,3609,C
CA3410001,14658,WELL 45 - JAMESTOWN/MIDDLEBERRY RAW,033,WL,Y,,A,I,14658,2999,WELL 45 - JAMESTOWN/MIDDLEBERRY TREATED,177,TP,I,2999,3066,3609,C
CA3410001,14657,WELL 20A - WATT/ARDEN RAW,015,WL,Y,T,A,A,14657,3004,WELL 20A - WATT/ARDEN TREATED       XCLD,162,TP,A,3004,3071,3609,C
CA3410001,14656,WELL 19 - BALMORAL/YORKTOWN DESTROY XCLD,014,WL,Y,T,A,I,14656,3003,WELL 19 - BALMORAL/YORKTOWN TRT DES XCLD,161,TP,I,3003,3070,3609,C
CA3410001,14655,WELL 18 - RIDING CLUB/LADINO RAW,013,WL,Y,T,A,A,14655,2976,WELL 18 - RIDING CLUB/LADINO TRTD   XCLD,160,TP,A,2976,3043,3609,C
CA3410001,14654,WELL 14 - MARCONI SOUTH/FULTON RAW,012,WL,Y,T,A,I,14654,3017,WELL 14 - MARCONI SOUTH/FULTON TRTD INAC,159,TP,I,3017,3084,3609,C
CA3410001,14665,WELL 35 - ULYSSES/MERCURY RAW,025,WL,Y,T,A,A,14665,3008,WELL 35 - ULYSSES/MERCURY TREATED   XCLD,170,TP,A,3008,3075,3609,C
CA3410001,14163,WELL 64 - GALBRATH/ANTELOPE WOODS RAW,144,WL,Y,T,A,A,14163,2539,WELL 64 - GALBRATH/ANTELOPE TREATED XCLD,237,TP,A,2539,2583,3609,C
CA3410001,14185,WELL N23 - FREEWAY DESTROYED RAW XCLD,095,WL,Y,,A,I,14185,2554,WELL N23 - FREEWAY DESTROYED TRTD XCLD,213,TP,I,2554,2598,3609,C
CA3410001,14184,WELL N22 - RIVER COLLEGE RAW,094,WL,Y,T,A,A,14184,2553,WELL N22 - RIVER COLLEGE TREATED    XCLD,212,TP,A,2553,2597,3609,C
CA3410001,14182,WELL N17 - OAKDALE RAW,089,WL,Y,T,A,A,14182,2551,WELL N17 - OAKDALE TREATED          XCLD,210,TP,A,2551,2595,3609,C
CA3410001,14179,WELL N29 - MERRIHILL RAW,101,WL,Y,T,A,A,14179,2571,WELL N29 - MERRIHILL TREATED        XCLD,218,TP,A,2571,2615,3609,C
CA3410001,14178,WELL 71 - RIVER DRIVE/JACOB RAW,064,WL,Y,T,A,A,14178,2953,WELL 71 - RIVER DRIVE/JACOB TREATED XCLD,190,TP,A,2953,3020,3609,C
CA3410001,14170,WELL 75 - ENTERPRISE/NORTHROP,067,WL,Y,T,A,I,14170,2979,WELL 75 - ENTERPRISE/NORTHROP (TREATED),150,TP,I,2979,3046,3609,C
CA3410001,14169,MC WELL C-1 (CAPEHART) RAW,129,WL,Y,T,A,A,14169,2531,MC WELL C-1 (CAPEHART) TREATED      XCLD,228,TP,A,2531,2575,3609,C
CA3410001,14168,WELL 73 - RIVER WALK/NETP EAST RAW,065,WL,Y,T,A,A,14168,2981,WELL 73 - RIVER WALK/NETP EAST TRTD XCLD,191,TP,A,2981,3048,3609,C
CA3410001,14166,WELL 04B - BELL/MARCONI RAW,062,WL,Y,T,A,A,14166,2955,WELL 04B - BELL/MARCONI TREATED     XCLD,189,TP,A,2955,3022,3609,C
CA3410001,14186,WELL N24 - DON JULIO RAW,096,WL,Y,T,A,A,14186,2555,WELL N24 - DON JULIO TREATED        XCLD,214,TP,A,2555,2599,3609,C
CA3410001,14164,WELL N34 - COTTAGE RAW,107,WL,Y,T,A,A,14164,2540,WELL N34 - COTTAGE TREATED          XCLD,224,TP,A,2540,2584,3609,C
CA3410001,14183,WELL N20 - CYPRESS RAW,092,WL,Y,T,A,A,14183,2552,WELL N20 - CYPRESS TREATED          XCLD,211,TP,A,2552,2596,3609,C
CA3410001,14162,WELL 58 - THIRTY SECOND/ELKHORN RAW,142,WL,Y,T,A,I,14162,2549,WELL 58 - THIRTY SECOND/ELKHORN TREATED,236,TP,I,2549,2593,3609,C
CA3410001,14161,WELL 52 - WEDDIGEN/GOTHBERG RAW,139,WL,Y,T,A,A,14161,2537,WELL 52 - WEDDIGEN/GRROTHBERG TREATED,235,TP,A,2537,2581,3609,C
CA3410001,14160,WELL 39 - THOMAS/ELKHORN RAW,137,WL,Y,T,A,A,14160,2536,WELL 39 - THOMAS/ELKHORN TREATED    XCLD,233,TP,A,2536,2580,3609,C
CA3410001,14159,WELL 34 - LA CLENEGA/MELROSE RAW,136,WL,Y,T,A,A,14159,2535,WELL 34  LA CLENEGA/MELROSE TRTD    XCLD,232,TP,A,2535,2579,3609,C
CA3410001,14158,WELL 74 - RIVER WALK/NETP SOUTH RAW,066,WL,Y,T,A,A,14158,2975,WELL 74-RIVER WALK/NETP SOUTH TRTD  XCLD,192,TP,A,2975,3042,3609,C
CA3410001,14134,WELL N12 - ST. JOHNS RAW,085,WL,Y,T,A,A,14134,3042,WELL N12 - ST. JOHNS TREATED        XCLD,207,TP,A,3042,3107,3609,C
CA3410001,8326,WELL 42 - BECERRA/MARCONI-DESTROYED XCLD,031,WL,Y,,A,I,8326,2996,WELL 42 - BECERRA/MARCONI TREATED D XCLD,175,TP,I,2996,3063,3609,C
CA3410001,8176,WELL 44-GILMAN/SMUD STATION-DESTROY XCLD,138,WL,Y,,A,I,8176,44,WELL 44-GILMAN/SMUD STATION-DESTROY XCLD,234,TP,I,44,13,3609,C
CA3410001,14643,WELL N05 - HILLSDALE RAW,078,WL,Y,T,A,A,14643,3046,WELL N05 - HILLSDALE TREATED        XCLD,201,TP,A,3046,3118,3609,C
CA3410001,14605,WELL 02A - EL PRADO/PARK ESTATES RAW,001,WL,Y,T,A,A,14605,3002,WELL 02A - EL PARDO/PARK ESTATES-TREATED,151,TP,A,3002,3069,3609,C
CA3410001,14165,WELL 72 - RIVER WALK/NETP RAW,061,WL,Y,T,A,A,14165,2956,WELL 72 - RIVER WALK/NETP TREATED   XCLD,188,TP,A,2956,3023,3609,C
CA3410001,14391,WELL N10 - WALNUT RAW,083,WL,Y,T,A,A,14391,3036,WELL N10 - WALNUT TREATED           XCLD,206,TP,A,3036,3101,3609,C
CA3410001,14604,WELL 59A - BAINBRIDGE/HOLMES SCHOOL RAW,146,WL,Y,T,A,A,14604,2541,WELL 59A - BAINBRIDGE/HOLMES SCHOOL TRTD,239,TP,A,2541,2585,3609,C
CA3410001,14603,WELL 56A - FAIRBAIN/KARL RAW,145,WL,Y,T,A,A,14603,2529,WELL 56A - FAIRBAIN/KARL TREATED    XCLD,238,TP,A,2529,2573,3609,C
CA3410001,14602,WELL N33 - WALERGA RAW,130,WL,Y,T,A,A,14602,2532,WELL N33 - WALERGA TREATED          XCLD,229,TP,A,2532,2576,3609,C
CA3410001,14601,WELL N35 - ANTELOPE NORTH RAW,075,WL,Y,T,A,A,14601,3021,WELL N35 - ANTELOPE NORTH TREATED   XCLD,198,TP,A,3021,3088,3609,C
CA3410001,14600,WELL 55A - STEWART/LYNNDALE RAW,074,WL,Y,T,A,A,14600,3031,WELL 55A - STEWART/LYNNDALE TREATED XCLD,197,TP,A,3031,3097,3609,C
CA3410001,14599,WELL 40A - AUBURN/YARD RAW,073,WL,Y,T,A,A,14599,3048,WELL 40A - AUBURN/YARD TREATED      XCLD,196,TP,A,3048,3120,3609,C
CA3410001,14598,WELL 33A - AUBURN/NORRIS RAW,072,WL,Y,T,A,A,14598,3023,WELL 33A - AUBURN/NORRIS TREATED    XCLD,195,TP,A,3023,3090,3609,C
CA3410001,14181,WELL N15 - CABANA RAW,088,WL,Y,,A,I,14181,2505,WELL N15 - CABANA TREATED           XCLD,209,TP,I,2505,2552,3609,C
CA3410001,14476,WELL N14 - ORANGE GROVE RAW,087,WL,Y,T,A,A,14476,2800,WELL N14 - ORANGE GROVE TREATED     XCLD,208,TP,A,2800,2860,3609,C
CA3410001,14187,WELL N25 - SUTTER RAW,097,WL,Y,T,A,A,14187,2556,WELL N25 - SUTTER TREATED           XCLD,215,TP,A,2556,2600,3609,C
CA3410001,14200,WELL N26 - MONUMENT RAW,098,WL,Y,T,A,A,14200,2557,WELL N26 - MONUMENT TREATED         XCLD,216,TP,A,2557,2601,3609,C
CA3410001,14198,MC WELL C-2 (CAPEHART) ABANDONED RAW,128,WL,Y,,A,I,14198,2530,MC WELL C-2 (CAPEHART) ABANDON TRTD XCLD,227,TP,I,2530,2574,3609,C
CA3410001,14189,WELL N27 - JAMESTOWN ABANDONED RAW XCLD,099,WL,Y,T,A,I,14189,2558,WELL N27 - JAMESTOWN ABANDONED XCLD,217,TP,I,2558,2602,3609,C
CA3410001,14196,MC WELL 10 - MCLELLAN PARK RAW,111,WL,Y,T,A,A,14196,2561,MC WELL 10 - MCLELLAN PARK TREATED  XCLD,225,TP,A,2561,2605,3609,C
CA3410001,14195,WELL N32C - POKER LANE - RAW,106,WL,Y,T,A,A,14195,2568,WELL N32C - POKER LANE - TREATED XCLD,223,TP,A,2568,2612,3609,C
CA3410001,14194,WELL N32B - POKER LANE - RAW,105,WL,Y,T,A,A,14194,2567,WELL N32B - POKER LANE - TREATED XCLD,222,TP,A,2567,2611,3609,C
CA3410001,14193,WELL N32A - POKER LANE - RAW,104,WL,Y,T,A,A,14193,2565,WELL N32A - POKER LANE - TREATED XCLD,221,TP,A,2565,2609,3609,C
CA3410001,14192,WELL N31 - BARRETT MEADOWS RAW,103,WL,Y,T,A,I,14192,2562,WELL N31 - BARRETT MEADOWS TREATED  XCLD,220,TP,I,2562,2606,3609,C
CA3410001,14191,WELL N30 - PARK OAKS RAW,102,WL,Y,T,A,A,14191,2550,WELL N30 - PARK OAKS TREATED        XCLD,219,TP,A,2550,2594,3609,C
CA3410001,14190,WELL 27 - MELROSE/CHANNING RAW,133,WL,Y,T,A,A,14190,2533,WELL 27 - MELROSE/CHANNING TREATED  XCLD,230,TP,A,2533,2577,3609,C
CA3410001,14197,MC WELL C-3 (CAPEHART) RAW,127,WL,Y,T,A,A,14197,2559,MC WELL C-3 (CAPEHART) RAW - TRTD XCLD,226,TP,A,2559,2603,3609,C
CA3410001,14586,WELL 32A - EDEN/ROOT,071,WL,Y,T,A,A,14586,2978,WELL 32A - EDEN/ROOT - TREATED,149,TP,A,2978,3045,3609,C
CA3410001,14188,WELL 31A - WATT/ELKHORN RAW,135,WL,Y,T,A,I,14188,2534,WELL 31A - WATT/ELKHORN TREATED     XCLD,231,TP,I,2534,2578,3609,C
CA3410002,14589,WELL 04 - FITCH - RAW,003,WL,Y,T,A,A,14589,3041,WELL 14 - FITCH - TREATED           XCLD,019,TP,A,3041,3106,3610,C
CA3410002,14590,WELL 05 - LAS CRUCES - RAW,004,WL,Y,T,A,A,14590,3020,WELL 05 - LAS CRUCES - TREATED      XCLD,020,TP,A,3020,3087,3610,C
CA3410002,14591,WELL 07 - LOS ALAMOS - RAW,005,WL,Y,T,A,A,14591,2951,WELL 07 - LOS ALAMOS - TREATED      XCLD,021,TP,A,2951,3018,3610,C
CA3410002,14592,WELL 08 - STEWART ROAD - RAW,006,WL,Y,T,A,A,14592,2968,WELL 08 - STEWART ROAD - TREATED    XCLD,022,TP,A,2968,3035,3610,C
CA3410002,14593,WELL 09 - LATHAM - RAW,007,WL,Y,T,A,A,14593,2969,WELL 09 - LATHAM - TREATED          XCLD,023,TP,A,2969,3036,3610,C
CA3410002,14594,WELL 21 - BETHEL TEMPLE - RAW,012,WL,Y,T,A,A,14594,2970,WELL 21 - BETHEL TEMPLE - TREATED   XCLD,024,TP,A,2970,3037,3610,C
CA3410002,14596,WELL 35 - LA SIERRA PARK - RAW,014,WL,Y,T,A,A,14596,2973,WELL 35 - LAS SIERRA PARK - TREATED XCLD,026,TP,A,2973,3040,3610,C
CA3410002,14588,WELL 03 - FIRE HOUSE - RAW,002,WL,Y,T,A,A,14588,3056,WELL 03 - FIRE HOUSE - TREATED      XCLD,018,TP,A,3056,3128,3610,C
CA3410002,14606,WELL 22 - NORTHROP - RAW,013,WL,Y,T,A,A,14606,2972,WELL 22 - NORTHROP - TREATED        XCLD,025,TP,A,2972,3039,3610,C
CA3410002,3050,WELL 02 - TOLENAS - TREATED         XCLD,017,TP,N,,A,A,3050,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24664,3610,C
CA3410002,3041,WELL 14 - FITCH - TREATED           XCLD,019,TP,N,,A,A,3041,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24676,3610,C
CA3410002,3020,WELL 05 - LAS CRUCES - TREATED      XCLD,020,TP,N,,A,A,3020,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24667,3610,C
CA3410002,2973,WELL 35 - LAS SIERRA PARK - TREATED XCLD,026,TP,N,,A,A,2973,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24673,3610,C
CA3410002,2972,WELL 22 - NORTHROP - TREATED        XCLD,025,TP,N,,A,A,2972,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24672,3610,C
CA3410002,2970,WELL 21 - BETHEL TEMPLE - TREATED   XCLD,024,TP,N,,A,A,2970,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24671,3610,C
CA3410002,2969,WELL 09 - LATHAM - TREATED          XCLD,023,TP,N,,A,A,2969,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24670,3610,C
CA3410002,2968,WELL 08 - STEWART ROAD - TREATED    XCLD,022,TP,N,,A,A,2968,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24669,3610,C
CA3410002,2951,WELL 07 - LOS ALAMOS - TREATED      XCLD,021,TP,N,,A,A,2951,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24668,3610,C
CA3410002,14616,WELL 02 - TOLENAS - RAW,001,WL,Y,T,A,A,14616,3050,WELL 02 - TOLENAS - TREATED         XCLD,017,TP,A,3050,3122,3610,C
CA3410002,3056,WELL 03 - FIRE HOUSE - TREATED      XCLD,018,TP,N,,A,A,3056,30359,DISTRIBUTION SYSTEM,DST,DS,A,30359,24665,3610,C
CA3410003,3025,WELL 08 - MORSE - TREATED           XCLD,013,TP,N,,A,A,3025,30361,DISTRIBUTION SYSTEM,DST,DS,A,30361,19733,3611,C
CA3410003,14625,WELL 02 - WATT - RAW,002,WL,Y,T,A,A,14625,3019,WELL 02 - WATT - TREATED            XCLD,010,TP,A,3019,3086,3611,C
CA3410003,14624,WELL 01 - SHADOWGLEN - RAW,001,WL,Y,T,A,A,14624,3039,WELL 01 - SHADOWGLEN - TREATED      XCLD,009,TP,A,3039,3104,3611,C
CA3410003,14597,WELL 06 - RUSHDEN - RAW,006,WL,Y,T,A,A,14597,3034,WELL 06 - RUSHDEN - TREATED         XCLD,012,TP,A,3034,3099,3611,C
CA3410003,14595,WELL 08 - MORSE - RAW,008,WL,Y,T,A,A,14595,3025,WELL 08 - MORSE - TREATED           XCLD,013,TP,A,3025,3092,3611,C
CA3410003,3034,WELL 06 - RUSHDEN - TREATED         XCLD,012,TP,N,,A,A,3034,30361,DISTRIBUTION SYSTEM,DST,DS,A,30361,19732,3611,C
CA3410003,17520,WELL 05 - GREENHILLS - UNTREATED,005,WL,Y,N,A,A,17520,30361,DISTRIBUTION SYSTEM,DST,DS,A,30361,19759,3611,C
CA3410003,3019,WELL 02 - WATT - TREATED            XCLD,010,TP,N,,A,A,3019,30361,DISTRIBUTION SYSTEM,DST,DS,A,30361,19731,3611,C
CA3410003,3039,WELL 01 - SHADOWGLEN - TREATED      XCLD,009,TP,N,,A,A,3039,30361,DISTRIBUTION SYSTEM,DST,DS,A,30361,19730,3611,C
CA3410004,14617,BARETT SCHOOL WELL - RAW STANDBY,020,WL,Y,T,A,A,14617,3051,BARRET SCHOOL WELL - TREATED,025,TP,A,3051,3123,3612,C
CA3410004,55070,"BAJAMONT JUNCTION STRUCTURE-LANDIS 1,2,3",022,IG,Y,T,A,A,55093,2987,BAJAMONT SWTP - TREATED,023,TP,A,2987,11395,3612,C
CA3410004,14623,WINDING WAY WELL - INACTIVE,016,WL,Y,T,A,I,14623,3053,WINDING WAY WELL - TREATED XCLD,027,TP,I,3053,3125,3612,C
CA3410004,14622,LA VISTA WELL (AKA TANK 02) - RAW,009,WL,Y,T,A,A,14622,3037,LA VISTA WELL - TREATED,028,TP,A,3037,3102,3612,C
CA3410004,14621,GARFIELD WELL - RAW,006,WL,Y,T,A,A,14621,3045,GARFIELD WELL - TREATED,029,TP,A,3045,3117,3612,C
CA3410004,14620,DEWEY WELL (AKA TANK 01) -RAW - INACTIVE,004,WL,Y,T,A,I,14620,3038,DEWEY WELL - TREATED,024,TP,I,3038,3103,3612,C
CA3410004,14607,WILLOW PARK WELL - RAW,021,WL,Y,T,A,A,14607,3052,WILLOW PARK WELL - TREATED,026,TP,A,3052,3124,3612,C
CA3410004,3052,WILLOW PARK WELL - TREATED,026,TP,N,,A,A,3052,30363,DISTRIBUTION SYSTEM,DST,DS,A,30363,18851,3612,C
CA3410004,3051,BARRET SCHOOL WELL - TREATED,025,TP,N,,A,A,3051,30363,DISTRIBUTION SYSTEM,DST,DS,A,30363,18847,3612,C
CA3410004,3045,GARFIELD WELL - TREATED,029,TP,N,,A,A,3045,30363,DISTRIBUTION SYSTEM,DST,DS,A,30363,18860,3612,C
CA3410004,2987,BAJAMONT SWTP - TREATED,023,TP,N,,A,A,2987,30363,DISTRIBUTION SYSTEM,DST,DS,A,30363,11396,3612,C
CA3410004,3037,LA VISTA WELL - TREATED,028,TP,N,,A,A,3037,30363,DISTRIBUTION SYSTEM,DST,DS,A,30363,18856,3612,C
CA3410005,30365,LAKE CHESBRO (CONSUMNES RIVER),001,IN,Y,T,A,A,30365,2807,LAKE CHESBRO - WTP #1 - TREATED,002,TP,A,2807,2867,3613,C
CA3410005,30365,LAKE CHESBRO (CONSUMNES RIVER),001,IN,Y,T,A,A,30365,2845,LAKE CHESBRO - WTP #2 - TREATED,003,TP,A,2845,2902,3613,C
CA3410006,24107,WELL 15 - BONITA WAY WELL - RAW,015,WL,Y,T,A,A,24107,67501,WELL 15 - BONITA WELL - TREATED,019,TP,A,67645,18741,3614,C
CA3410006,63280,WELL 13 - SKYCREST WELL - TREATED,018,TP,N,,A,A,63355,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18758,3614,C
CA3410006,63279,WELL 13 - SKYCREST WELL - RAW,017,WL,Y,T,A,A,63354,63280,WELL 13 - SKYCREST WELL - TREATED,018,TP,A,63355,13799,3614,C
CA3410006,2843,WELL 10 - SUNRISE WELL - TREATED,014,TP,N,,A,A,2843,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18749,3614,C
CA3410006,30367,HINKLE CLRWELL-SJWD (SAN JUAN RD - DST),009,CC,Y,N,A,A,30367,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18804,3614,C
CA3410006,67501,WELL 15 - BONITA WELL - TREATED,019,TP,N,,A,A,67645,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18761,3614,C
CA3410006,24141,WELL 11 - MITCHELL FARMS WELL - RAW,011,WL,Y,T,A,A,24141,2844,WELL 11  - MITCHELL FARMS WELL - TREATED,016,TP,A,2844,8842,3614,C
CA3410006,14615,WELL 1A - PALM WELL - RAW,001,WL,Y,T,A,A,14615,2841,WELL 1A - PALM WELL - TREATED,012,TP,A,2841,2899,3614,C
CA3410006,2844,WELL 11  - MITCHELL FARMS WELL - TREATED,016,TP,N,,A,A,2844,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18752,3614,C
CA3410006,2842,WELL 08 - SYLVAN WELL - TREATED,013,TP,N,,A,A,2842,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18746,3614,C
CA3410006,2841,WELL 1A - PALM WELL - TREATED,012,TP,N,,A,A,2841,30366,DISTRIBUTION SYSTEM,DST,DS,A,30366,18742,3614,C
CA3410006,14614,WELL 10 - SUNRISE WELL - RAW,010,WL,Y,T,A,A,14614,2843,WELL 10 - SUNRISE WELL - TREATED,014,TP,A,2843,2901,3614,C
CA3410006,14627,WELL 08 - SYLVAN WELL - RAW,008,WL,Y,T,A,A,14627,2842,WELL 08 - SYLVAN WELL - TREATED,013,TP,A,2842,2900,3614,C
CA3410007,17547,WELL 03 - RAW,003,WL,Y,T,A,A,17547,2839,WELL 03 - TREATED               XCLD,014,TP,A,2839,2898,3615,C
CA3410007,54857,WELL 09 - TREATED                   XCLD,016,TP,N,,A,A,54877,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11236,3615,C
CA3410007,53248,WELL 09 - RAW,015,WL,Y,T,A,A,53260,54857,WELL 09 - TREATED                   XCLD,016,TP,A,54877,11235,3615,C
CA3410007,45016,WELL 01 - RAW,001,WL,Y,T,A,I,45019,2833,WELL 01 - TREATED                   XCLD,009,TP,I,2833,10188,3615,C
CA3410007,17548,WELL 06 - UNTREATED,006,WL,Y,N,A,I,17548,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11106,3615,C
CA3410007,14613,WELL 08 - RAW,008,WL,Y,T,A,A,14613,2838,WELL 08 - TREATED                   XCLD,013,TP,A,2838,2897,3615,C
CA3410007,14612,WELL 05 - RAW,005,WL,Y,T,A,A,14612,2827,WELL 05 - TREATED                   XCLD,012,TP,A,2827,2886,3615,C
CA3410007,14610,WELL 02 - RAW,002,WL,Y,T,A,A,14610,2834,WELL 02 - TREATED                   XCLD,010,TP,A,2834,2893,3615,C
CA3410007,2839,WELL 03 - TREATED               XCLD,014,TP,N,,A,A,2839,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11110,3615,C
CA3410007,2838,WELL 08 - TREATED                   XCLD,013,TP,N,,A,A,2838,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11113,3615,C
CA3410007,2836,WELL 04 - TREATED                   XCLD,011,TP,N,,A,A,2836,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11111,3615,C
CA3410007,2834,WELL 02 - TREATED                   XCLD,010,TP,N,,A,A,2834,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11109,3615,C
CA3410007,2833,WELL 01 - TREATED                   XCLD,009,TP,N,,A,I,2833,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11108,3615,C
CA3410007,2827,WELL 05 - TREATED                   XCLD,012,TP,N,,A,A,2827,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11112,3615,C
CA3410007,14611,WELL 04 - RAW,004,WL,Y,T,A,A,14611,2836,WELL 04 - TREATED                   XCLD,011,TP,A,2836,2895,3615,C
CA3410007,17549,WELL 07 - UNTREATED,007,WL,Y,N,A,A,17549,30368,DISTRIBUTION SYSTEM,DST,DS,A,30368,11107,3615,C
CA3410008,2831,HAMPTON GWTP - TREATED,014,TP,N,,A,A,2831,30369,DISTRIBUTION SYSTEM,DST,DS,A,30369,11888,3616,C
CA3410008,55158,WELL 03 - MARVELL                TREATED,021,TP,N,,A,A,55183,30369,DISTRIBUTION SYSTEM,DST,DS,A,30369,30585,3616,C
CA3410008,24105,WELL 01D - SCHOOL ST DEEP WELL,020,WL,Y,T,A,A,24105,2832,RAILROAD GWTP - TREATED EFFLUENT,019,TP,A,2832,8708,3616,C
CA3410008,17551,WELL 08 - WILLIAMSON RANCH,008,WL,Y,T,A,A,17551,55159,WELL 08 - WILLIAMSON RANCH       TREATED,022,TP,A,55184,11653,3616,C
CA3410008,17546,WELL 12 - FALLBROOK,012,WL,Y,T,A,I,17546,55160,WELL 12 - FALLBROOK              TREATED,023,TP,A,55185,11654,3616,C
CA3410008,17537,WELL 03 - MARVELL,003,WL,Y,T,A,A,17537,55158,WELL 03 - MARVELL                TREATED,021,TP,A,55183,11652,3616,C
CA3410008,14755,WELL 13 - HAMPTON,013,WL,Y,T,A,A,14755,2831,HAMPTON GWTP - TREATED,014,TP,A,2831,11887,3616,C
CA3410008,14690,WELL 04D - WEBB ST DEEP WELL,015,WL,Y,T,A,A,14690,2832,RAILROAD GWTP - TREATED EFFLUENT,019,TP,A,2832,2891,3616,C
CA3410008,14609,WELL 14D - RAILROAD DEEP WELL,017,WL,Y,T,A,A,14609,2832,RAILROAD GWTP - TREATED EFFLUENT,019,TP,A,2832,2890,3616,C
CA3410008,2832,RAILROAD GWTP - TREATED EFFLUENT,019,TP,N,,A,A,2832,30369,DISTRIBUTION SYSTEM,DST,DS,A,30369,11191,3616,C
CA3410008,55159,WELL 08 - WILLIAMSON RANCH       TREATED,022,TP,N,,A,A,55184,30369,DISTRIBUTION SYSTEM,DST,DS,A,30369,30584,3616,C
CA3410008,14608,WELL 11D - DINO DEEP WELL,016,WL,Y,T,A,A,14608,2832,RAILROAD GWTP - TREATED EFFLUENT,019,TP,A,2832,2889,3616,C
CA3410008,55160,WELL 12 - FALLBROOK              TREATED,023,TP,N,,A,A,55185,30369,DISTRIBUTION SYSTEM,DST,DS,A,30369,30583,3616,C
CA3410009,63779,WELL 12 - MADISON WELL - RAW,021,WL,Y,T,A,A,63860,63780,WELL 12 - MADISON WELL - TREATED,022,TP,A,63861,14919,3617,C
CA3410009,30372,HINKLE CLEARWELL - SAN JUAN WD - TREATED,011,CC,Y,N,A,A,30372,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19794,3617,C
CA3410009,14731,WELL 07 - JOHNSON (CASABELLA) WELL - RAW,007,WL,Y,T,A,A,14731,2858,WELL 07 - JOHNSON (CASABELLA) - TREATED,016,TP,A,2858,2915,3617,C
CA3410009,14730,WELL 06 - NEW YORK WELL - RAW,006,WL,Y,T,A,A,14730,2865,WELL 06 - NEW YORK WELL - TREATED,015,TP,A,2865,2923,3617,C
CA3410009,14729,WELL 10 - TOWN WELL - RAW,013,WL,Y,T,A,A,14729,2829,WELL 10 - TOWN WELL - TREATED,019,TP,A,2829,8833,3617,C
CA3410009,14728,WELL 11 - HEATHER WELL - RAW,012,WL,Y,T,A,A,14728,2830,WELL 11 - HEATHER WELL - TREATED,020,TP,A,2830,8834,3617,C
CA3410009,2865,WELL 06 - NEW YORK WELL - TREATED,015,TP,N,,A,A,2865,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19792,3617,C
CA3410009,2858,WELL 07 - JOHNSON (CASABELLA) - TREATED,016,TP,N,,A,A,2858,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19793,3617,C
